Model,Location,Year,Km,FuelType,Transmission,Owner,Efficiency,Engine_cc,Power_bhp,Seats,Price_US_Dollars
Honda City 1.5 V MT,Delhi,2011,"90,000",Gasoline,Manual,Second,17.00,1400,118.00,5,"$4,773 "
Hyundai Grand i10 Asta,Chennai,2013,"90,000",Gasoline,Manual,First,18.90,1200,82.00,5,"$4,984 "
Honda Amaze S i-Dtech,Delhi,2013,"90,000",Diesel,Manual,First,25.80,1400,98.60,5,"$5,335 "
Maruti SX4 ZDI Leather,Mumbai,2012,"90,000",Diesel,Manual,First,21.50,1200,88.80,5,"$5,349 "
Hyundai i20 1.4 CRDi Sportz,Pune,2012,"90,000",Diesel,Manual,First,23.00,1400,90.00,5,"$5,770 "
Maruti SX4 VDI,Delhi,2014,"90,000",Diesel,Manual,First,21.50,1200,88.80,5,"$6,318 "
Tata Safari DICOR 2.2 LX 4x2,Bangalore,2012,"90,000",Diesel,Manual,Second,13.93,2200,138.03,7,"$6,458 "
Renault Duster 85PS Diesel RxL,Delhi,2014,"90,000",Diesel,Manual,First,19.87,1400,83.80,5,"$7,511 "
Mahindra XUV500 W8 2WD,Pune,2011,"90,000",Diesel,Manual,Second,15.10,2200,140.00,7,"$8,564 "
Nissan Sunny XL,Chennai,2016,"90,000",Gasoline,Manual,First,16.95,1400,97.60,5,"$8,704 "
Ford Ecosport 1.5 DV5 MT Trend,Bangalore,2013,"90,000",Diesel,Manual,First,22.70,1400,89.84,5,"$8,774 "
Maruti Ciaz VDi Plus,Chennai,2015,"90,000",Diesel,Manual,First,26.21,1200,88.50,5,"$9,125 "
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,"90,000",Diesel,Manual,First,20.34,1400,103.20,5,"$9,125 "
Honda Accord 2.4 Elegance A/T,Chennai,2008,"90,000",Gasoline,Automatic,First,10.20,2400,180.00,5,"$9,125 "
Honda City i DTEC SV,Hyderabad,2014,"90,000",Diesel,Manual,First,26.00,1400,98.60,5,"$9,476 "
Renault Duster 110PS Diesel RxZ Pack,Pune,2014,"90,000",Diesel,Manual,First,19.01,1400,108.45,5,"$10,178 "
Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,"90,000",Diesel,Manual,First,12.05,2200,120.00,8,"$11,091 "
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,"90,000",Diesel,Manual,First,14.00,2200,138.10,7,"$11,231 "
Toyota Innova 2.5 G (Diesel) 7 Seater,Ahmedabad,2016,"90,000",Diesel,Manual,First,12.99,2400,100.60,7,"$15,303 "
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2011,"90,000",Diesel,Automatic,First,14.84,2200,167.62,5,"$19,514 "
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,"90,000",Diesel,Manual,First,12.99,2400,100.60,7,"$19,514 "
BMW X5 3.0d,Bangalore,2009,"90,000",Diesel,Automatic,Second,11.00,3000,235.00,5,"$24,919 "
BMW X5 3.0d,Bangalore,2009,"90,000",Diesel,Automatic,First,11.00,3000,235.00,5,"$24,919 "
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,"90,000",Diesel,Automatic,First,22.48,2000,190.00,5,"$27,376 "
Toyota Fortuner 4x4 AT,Delhi,2015,"90,000",Diesel,Automatic,First,12.55,3000,168.50,7,"$30,184 "
Audi A6 2.7 TDI,Bangalore,2013,"90,000",Diesel,Automatic,Second,12.40,2800,179.50,5,"$31,588 "
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,"90,000",Diesel,Automatic,First,10.91,3000,197.20,7,"$36,501 "
Mahindra Quanto C4,Hyderabad,2012,"90,049",Diesel,Manual,First,17.21,1400,100.00,7,"$5,335 "
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,"90,110",Diesel,Manual,First,22.07,1200,73.90,5,"$3,510 "
Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,"90,121",Gasoline,Manual,First,20.92,1000,67.10,5,"$3,089 "
Ford Figo Diesel Titanium,Hyderabad,2013,"90,200",Diesel,Manual,First,20.00,1400,68.05,5,"$4,914 "
Maruti Ritz LDi,Coimbatore,2011,"90,207",Diesel,Manual,First,21.10,1200,73.90,5,"$5,489 "
Maruti Swift VXI BSIII W/ ABS,Pune,2010,"90,246",Gasoline,Manual,First,16.10,1200,88.20,5,"$4,142 "
Maruti Wagon R LXI CNG,Pune,2012,"90,400",CNG,Manual,First,26.20,1000,58.20,5,"$4,071 "
Maruti Eeco 7 Seater Standard,Hyderabad,2015,"90,413",Gasoline,Manual,First,15.10,1200,73.00,7,"$4,142 "
Maruti Swift Lxi BSIII,Pune,2009,"90,456",Gasoline,Manual,Second,16.10,1200,88.20,5,"$4,212 "
Mahindra Xylo E8,Hyderabad,2009,"90,764",Diesel,Manual,First,14.00,2400,112.00,8,"$5,405 "
Volkswagen Vento Diesel Comfortline,Chennai,2012,"90,906",Diesel,Manual,First,20.54,1600,103.60,5,"$5,967 "
Hyundai Getz GLS ABS,Pune,2005,"91,000",Gasoline,Manual,Third,16.80,1400,83.00,5,"$1,123 "
Maruti Wagon R LXI BS IV,Pune,2010,"91,000",Gasoline,Manual,First,18.90,1000,67.10,5,"$3,229 "
Skoda Laura L and K AT,Hyderabad,2007,"91,000",Diesel,Automatic,Second,15.60,1800,106.00,5,"$3,440 "
Hyundai EON Era Plus,Jaipur,2015,"91,000",Gasoline,Manual,First,21.10,800,55.20,5,"$3,510 "
Maruti Swift Dzire Vdi BSIV,Mumbai,2008,"91,000",Diesel,Manual,Second,19.30,1200,73.90,5,"$4,001 "
Maruti Ritz VDi,Jaipur,2011,"91,000",Diesel,Manual,First,23.20,1200,73.94,5,"$4,212 "
Honda City ZX EXi,Hyderabad,2007,"91,000",Gasoline,Manual,Second,17.70,1400,78.00,5,"$4,212 "
Maruti Swift Dzire LDI,Chennai,2016,"91,000",Diesel,Manual,First,26.59,1200,74.00,5,"$6,318 "
Honda Amaze S i-Dtech,Jaipur,2015,"91,000",Diesel,Manual,First,25.80,1400,98.60,5,"$6,570 "
Renault Duster 85PS Diesel RxL,Jaipur,2015,"91,000",Diesel,Manual,First,19.87,1400,83.80,5,"$8,072 "
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,"91,000",Diesel,Automatic,First,11.40,3000,153.86,7,"$12,916 "
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,"91,183",Diesel,Manual,First,18.00,1200,75.00,5,"$4,001 "
Toyota Innova 2.5 GX (Diesel) 8 Seater,Delhi,2013,"91,200",Diesel,Manual,First,12.99,2400,100.00,8,"$11,582 "
Maruti Alto K10 2010-2014 VXI,Chennai,2011,"91,211",Gasoline,Manual,First,20.92,1000,67.10,5,"$2,948 "
Toyota Fortuner 3.0 Diesel,Coimbatore,2012,"91,235",Diesel,Manual,First,11.50,3000,171.00,7,"$18,939 "
Mahindra Ssangyong Rexton RX7,Kochi,2014,"91,586",Diesel,Automatic,Second,11.18,2800,184.00,7,"$13,295 "
Mahindra Xylo D2 BS III,Ahmedabad,2010,"91,596",Diesel,Manual,First,14.95,2400,93.70,7,"$2,597 "
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,"91,696",Diesel,Automatic,First,11.40,3000,153.86,7,"$12,986 "
Audi Q7 3.0 TDI quattro,Coimbatore,2012,"91,743",Diesel,Automatic,First,12.07,3000,241.40,7,"$40,081 "
Audi A6 2011-2015 2.0 TDI,Kochi,2013,"91,903",Diesel,Automatic,First,17.68,2000,174.33,5,"$24,653 "
Honda Brio 1.2 VX MT,Kochi,2012,"91,931",Gasoline,Manual,First,18.50,1200,86.80,5,"$4,394 "
Tata Indigo LX BSII,Hyderabad,2005,"92,000",Diesel,Manual,Second,16.10,1400,70.00,5,"$1,544 "
Ford Ikon 1.3 CLXi,Hyderabad,2007,"92,000",Gasoline,Manual,First,13.80,1200,70.00,5,"$1,755 "
Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,"92,000",Gasoline,Manual,First,13.50,1800,130.00,5,"$2,667 "
Maruti Alto Green LXi (CNG),Hyderabad,2012,"92,000",CNG,Manual,Second,26.83,800,38.40,5,"$2,948 "
Honda City 1.5 S MT,Delhi,2009,"92,000",Gasoline,Manual,Second,17.00,1400,118.00,5,"$3,159 "
Maruti SX4 Vxi BSIV,Delhi,2009,"92,000",Gasoline,Manual,First,15.50,1600,103.30,5,"$3,791 "
Mahindra Bolero SLE BSIII,Pune,2007,"92,000",Diesel,Manual,First,13.60,2400,63.00,7,"$3,791 "
Maruti Wagon R LXI CNG,Pune,2012,"92,000",CNG,Manual,Second,26.20,1000,58.20,5,"$4,212 "
Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,"92,000",Gasoline,Manual,Second,14.80,1800,130.20,5,"$4,703 "
Mahindra Scorpio 2.6 SLX CRDe,Hyderabad,2006,"92,000",Diesel,Manual,First,10.50,2200,120.00,8,"$4,843 "
Honda CR-V 2.4 MT,Pune,2008,"92,000",Gasoline,Manual,Second,10.80,2400,152.00,5,"$5,194 "
Hyundai Verna 1.6 SX,Chennai,2012,"92,000",Diesel,Manual,Third,22.32,1600,126.32,5,"$5,616 "
Ford Figo Diesel Titanium,Pune,2015,"92,000",Diesel,Manual,First,20.00,1400,68.05,5,"$5,967 "
Maruti Swift ZDi,Jaipur,2013,"92,000",Diesel,Manual,Second,22.90,1200,74.00,5,"$6,107 "
Toyota Fortuner 3.0 Diesel,Mumbai,2009,"92,000",Diesel,Manual,First,11.50,3000,171.00,7,"$12,495 "
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,"92,000",Diesel,Manual,First,12.99,2400,100.00,8,"$17,549 "
Volvo V40 Cross Country D3,Pune,2013,"92,000",Diesel,Automatic,First,23.30,2000,150.00,5,"$22,462 "
Toyota Fortuner 4x2 AT,Delhi,2015,"92,000",Diesel,Automatic,First,12.55,3000,168.50,7,"$27,727 "
Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,"92,056",Diesel,Manual,First,13.68,2400,147.80,7,"$25,818 "
Volvo S80 2006-2013 D5,Chennai,2010,"92,098",Diesel,Automatic,Second,16.00,2400,215.00,5,"$10,178 "
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,"92,239",Diesel,Automatic,Second,11.50,3000,210.00,5,"$14,881 "
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,2014,"92,247",Diesel,Manual,First,12.99,2400,100.60,7,"$17,549 "
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,2013,"92,250",Diesel,Manual,Second,22.70,1400,89.84,5,"$8,072 "
Hyundai i20 Sportz 1.2,Delhi,2013,"92,408",Gasoline,Manual,First,18.50,1200,82.85,5,"$5,124 "
Maruti Baleno LXI,Hyderabad,2005,"92,450",Gasoline,Manual,First,15.40,1600,94.00,5,"$1,685 "
Mercedes-Benz New C-Class C 250 CDI Avantgarde,Coimbatore,2012,"92,469",Diesel,Automatic,Second,19.71,2200,201.15,5,"$22,659 "
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,"92,708",Diesel,Manual,First,22.70,1400,89.84,5,"$10,501 "
Ford Figo Diesel ZXI,Coimbatore,2015,"92,885",Diesel,Manual,First,20.00,1400,68.00,5,"$4,998 "
Maruti Wagon R VXI,Pune,2002,"93,000",Gasoline,Manual,Third,18.90,1000,67.10,5,"$1,404 "
Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,"93,000",Gasoline,Manual,First,15.70,1400,75.00,5,"$2,106 "
Honda Civic 2006-2010 1.8 S AT,Pune,2007,"93,000",Gasoline,Automatic,Second,12.90,1800,130.00,5,"$3,650 "
Toyota Corolla Altis 1.8 G,Mumbai,2010,"93,000",Gasoline,Manual,First,14.28,1800,138.03,5,"$6,318 "
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,"93,000",Diesel,Manual,First,20.50,1600,103.50,5,"$7,020 "
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,Mumbai,2008,"93,000",Diesel,Manual,Third,10.50,2800,107.20,6,"$7,651 "
Hyundai Verna 1.4 EX,Hyderabad,2012,"93,000",Diesel,Manual,First,23.50,1400,88.70,5,"$7,792 "
Renault Duster 85PS Diesel RxL,Chennai,2015,"93,000",Diesel,Manual,Second,20.45,1400,83.80,5,"$9,968 "
Tata Safari Storme 2012-2015 VX,Hyderabad,2014,"93,000",Diesel,Manual,First,14.00,2200,138.10,7,"$11,582 "
Hyundai Creta 1.6 SX Option Diesel,Bangalore,2016,"93,000",Diesel,Manual,First,20.50,1600,126.20,5,"$15,162 "
Mercedes-Benz R-Class R350 4Matic Long,Pune,2010,"93,000",Gasoline,Automatic,Second,11.80,3000,272.00,7,"$21,059 "
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Hyderabad,2010,"93,000",Diesel,Automatic,Second,14.21,2200,203.00,5,"$24,568 "
BMW 5 Series 525d Sedan,Hyderabad,2013,"93,000",Diesel,Automatic,First,16.73,3000,218.00,5,"$37,203 "
Volvo XC60 D4 SUMMUM,Kochi,2014,"93,144",Diesel,Automatic,First,14.70,2000,181.00,5,"$24,077 "
Mahindra Xylo H4,Coimbatore,2016,"93,166",Diesel,Manual,Second,14.02,2200,118.30,7,"$8,213 "
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,"93,321",Diesel,Manual,First,22.70,1400,89.84,5,"$8,774 "
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,"93,325",Diesel,Manual,Second,17.20,2000,138.10,5,"$20,286 "
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,"93,401",Diesel,Manual,First,23.00,1400,90.00,5,"$4,886 "
Nissan Micra XV D,Chennai,2012,"93,450",Diesel,Manual,Second,23.19,1400,63.12,5,"$3,510 "
Maruti Ertiga SHVS VDI,Hyderabad,2015,"93,700",Diesel,Manual,First,24.52,1200,88.50,7,"$11,021 "
Maruti Omni 5 Str STD,Coimbatore,2010,"93,850",Gasoline,Manual,First,14.00,800,35.00,5,"$3,383 "
Honda City 1.5 S MT,Chennai,2011,"93,982",Gasoline,Manual,First,17.00,1400,118.00,5,"$5,265 "
Maruti Wagon R LX,Pune,2004,"94,000",Gasoline,Manual,Second,18.90,1000,67.10,5,"$1,404 "
Volkswagen Polo Diesel Trendline 1.2L,Chennai,2012,"94,000",Diesel,Manual,First,22.07,1200,73.90,5,"$6,318 "
Honda CR-V 2.4 AT,Delhi,2010,"94,000",Gasoline,Automatic,Second,10.10,2400,152.00,5,"$6,739 "
Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,"94,000",Diesel,Automatic,First,11.40,2000,142.00,5,"$7,370 "
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,"94,000",Diesel,Manual,First,12.80,2400,102.00,8,"$12,425 "
Audi Q7 3.0 TDI Quattro Premium Plus,Pune,2009,"94,000",Diesel,Automatic,Second,12.07,3000,241.40,7,"$16,847 "
BMW X1 sDrive20d,Ahmedabad,2012,"94,000",Diesel,Automatic,First,17.05,2000,184.00,5,"$17,549 "
Toyota Fortuner 4x2 4 Speed AT,Jaipur,2015,"94,000",Diesel,Automatic,First,11.50,3000,169.00,7,"$28,780 "
Maruti Alto LXi BSIII,Chennai,2010,"94,385",Gasoline,Manual,Second,19.70,800,46.30,5,"$2,246 "
Hyundai i20 1.4 CRDi Magna,Hyderabad,2010,"94,500",Diesel,Manual,Second,21.90,1400,90.00,5,"$4,352 "
Jaguar XF Diesel,Coimbatore,2012,"94,521",Diesel,Automatic,First,14.74,3000,270.90,5,"$32,557 "
Maruti Alto LX,Hyderabad,2010,"94,753",Gasoline,Manual,First,19.70,800,46.30,5,"$2,738 "
Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,"94,821",Diesel,Automatic,Second,20.00,2000,138.10,5,"$9,476 "
Honda City 1.5 V MT,Kochi,2011,"94,832",Gasoline,Manual,First,17.00,1400,118.00,5,"$5,377 "
Maruti Swift VDI,Pune,2012,"94,868",Diesel,Manual,First,22.90,1200,74.00,5,"$6,318 "
Ford Fiesta 1.6 ZXi Leather,Chennai,2008,"94,873",Gasoline,Manual,Second,15.30,1600,101.00,5,"$2,597 "
Hyundai Verna CRDi SX,Pune,2012,"94,900",Diesel,Manual,First,16.80,1400,110.00,5,"$7,511 "
Honda Accord 2.4 MT,Coimbatore,2012,"94,989",Gasoline,Manual,First,12.80,2400,177.60,5,"$9,238 "
Honda City ZX VTEC,Jaipur,2006,"95,000",Gasoline,Manual,Second,16.90,1400,100.00,5,"$2,962 "
Ford Figo Diesel Titanium,Pune,2011,"95,000",Diesel,Manual,Third,20.00,1400,68.00,5,"$3,299 "
Hyundai Verna Transform VTVT,Pune,2010,"95,000",Gasoline,Manual,First,16.20,1600,103.20,5,"$3,510 "
Hyundai i20 Magna,Chennai,2010,"95,000",Gasoline,Manual,Second,18.50,1200,80.00,5,"$3,931 "
Honda Accord 2.4 AT,Mumbai,2008,"95,000",Gasoline,Automatic,Third,11.70,2400,177.60,5,"$4,001 "
Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,"95,000",Gasoline,Automatic,Second,12.90,1800,130.00,5,"$4,212 "
Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,"95,000",Diesel,Manual,Second,17.00,1800,105.00,5,"$4,563 "
Nissan Sunny 2011-2014 Diesel XL,Pune,2014,"95,000",Diesel,Manual,First,21.64,1400,84.80,5,"$6,318 "
Hyundai Verna 1.6 SX,Bangalore,2014,"95,000",Diesel,Manual,Second,22.32,1600,126.32,5,"$9,687 "
Mahindra XUV500 W8 2WD,Pune,2012,"95,000",Diesel,Manual,First,15.10,2200,140.00,7,"$10,122 "
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,"95,000",Diesel,Automatic,Second,18.33,2000,167.70,5,"$11,933 "
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,"95,000",Diesel,Manual,Second,12.80,2400,102.00,8,"$13,267 "
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,"95,000",Gasoline,Automatic,First,13.70,1800,157.75,5,"$14,039 "
BMW 5 Series 520d Luxury Line,Ahmedabad,2012,"95,000",Diesel,Automatic,Second,22.48,2000,190.00,5,"$24,568 "
Toyota Fortuner 4x4 AT,Chennai,2015,"95,000",Diesel,Automatic,First,12.55,3000,168.50,7,"$27,516 "
Maruti Swift VDI,Jaipur,2012,"95,100",Diesel,Manual,First,22.90,1200,74.00,5,"$5,265 "
Maruti Zen LXI,Jaipur,1998,"95,150",Gasoline,Manual,Third,17.30,1000,60.00,5,$632 
Maruti Zen LX,Jaipur,1998,"95,150",Gasoline,Manual,Third,17.30,1000,60.00,5,$744 
Hyundai Santro Xing GLS,Hyderabad,2008,"95,291",Gasoline,Manual,First,17.92,1000,62.10,5,"$3,229 "
Volkswagen Vento Diesel Highline,Pune,2013,"95,500",Diesel,Manual,First,20.54,1600,103.60,5,"$7,020 "
Hyundai Accent Executive CNG,Hyderabad,2010,"95,637",CNG,Manual,Second,13.20,1400,93.70,5,"$2,667 "
Land Rover Range Rover 2.2L Pure,Coimbatore,2014,"95,649",Diesel,Automatic,First,12.70,2200,187.70,5,"$41,654 "
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,"95,802",Diesel,Manual,Second,25.83,1400,99.00,5,"$6,388 "
Honda City 1.5 S MT,Jaipur,2011,"95,936",Gasoline,Manual,First,17.00,1400,118.00,5,"$5,756 "
Hyundai i10 Sportz 1.2,Pune,2009,"95,980",Gasoline,Manual,First,20.36,1200,78.90,5,"$3,159 "
BMW 5 Series 2003-2012 520d,Pune,2011,"95,995",Diesel,Automatic,First,18.48,2000,177.00,5,"$21,760 "
Tata Indica V2 DLE BSIII,Hyderabad,2011,"96,000",Diesel,Manual,Second,17.88,1400,52.80,5,"$1,278 "
Maruti Alto 800 LXI,Hyderabad,2015,"96,000",Gasoline,Manual,First,22.74,800,47.30,5,"$3,510 "
Ford Fiesta Titanium 1.5 TDCi,Ahmedabad,2013,"96,000",Diesel,Manual,Second,23.50,1400,90.00,5,"$4,914 "
Maruti Ritz VDi,Hyderabad,2012,"96,000",Diesel,Manual,First,21.10,1200,73.90,5,"$5,054 "
Maruti Swift Dzire Tour LDI,Jaipur,2014,"96,000",Diesel,Manual,First,23.40,1200,74.00,5,"$6,739 "
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2012,"96,000",Diesel,Manual,First,12.99,2400,100.00,7,"$16,145 "
Land Rover Freelander 2 HSE,Hyderabad,2012,"96,000",Diesel,Automatic,First,12.35,2200,187.74,5,"$26,646 "
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,"96,578",Diesel,Manual,First,22.00,1600,126.20,5,"$3,510 "
Mahindra Scorpio SLE BSIII,Pune,2010,"96,813",Diesel,Manual,Second,12.05,2200,120.00,8,"$7,721 "
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,2014,"96,848",Gasoline,Automatic,First,14.30,1600,103.60,5,"$6,486 "
Maruti Ritz VDi,Kolkata,2012,"97,000",Diesel,Manual,First,23.20,1200,73.94,5,"$4,212 "
Mitsubishi Cedia Sports,Pune,2009,"97,000",Gasoline,Manual,First,13.17,2000,114.00,5,"$4,212 "
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,"97,000",Diesel,Manual,Second,20.45,1400,83.80,5,"$5,967 "
Skoda Yeti Ambition 4WD,Pune,2011,"97,000",Diesel,Manual,First,17.67,2000,138.08,5,"$8,423 "
Honda Jazz 1.5 V i DTEC,Pune,2015,"97,000",Diesel,Manual,First,27.30,1400,98.60,5,"$8,985 "
Hyundai Verna SX CRDi AT,Bangalore,2012,"97,000",Diesel,Automatic,Second,19.08,1600,126.32,5,"$9,125 "
Mahindra XUV300 W8 Diesel,Chennai,2012,"97,000",Diesel,Manual,First,20.00,1400,115.00,5,"$10,178 "
Hyundai Verna 1.6 SX CRDI (O) AT,Jaipur,2014,"97,000",Diesel,Automatic,First,22.32,1600,126.32,5,"$11,231 "
Toyota Fortuner 4x2 4 Speed AT,Chennai,2012,"97,000",Diesel,Automatic,First,11.50,3000,169.00,7,"$23,515 "
Toyota Fortuner 4x4 MT TRD Sportivo,Mumbai,2014,"97,000",Diesel,Manual,First,12.55,3000,169.00,7,"$25,200 "
BMW X6 xDrive 40d M Sport,Ahmedabad,2015,"97,003",Diesel,Automatic,First,15.87,3000,308.43,5,"$119,332 "
Honda Amaze VX i-DTEC,Hyderabad,2014,"97,236",Diesel,Manual,First,25.80,1400,98.60,5,"$6,177 "
Volkswagen Vento Petrol Highline AT,Chennai,2011,"97,320",Gasoline,Automatic,First,14.40,1600,103.60,5,"$5,265 "
Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,"97,359",Diesel,Manual,Second,17.10,1400,110.00,5,"$2,527 "
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,"97,430",Diesel,Automatic,First,14.75,3000,245.00,7,"$87,983 "
Honda Amaze S i-Dtech,Kochi,2014,"97,439",Diesel,Manual,First,25.80,1400,98.60,5,"$6,191 "
Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,"98,000",Diesel,Manual,First,20.86,1200,73.90,5,"$3,524 "
Honda CR-V 2.4 MT,Chennai,2007,"98,000",Gasoline,Manual,Second,10.80,2400,152.00,5,"$6,598 "
Hyundai Verna 1.6 SX,Hyderabad,2011,"98,000",Diesel,Manual,Second,22.32,1600,126.32,5,"$7,300 "
Maruti Baleno Alpha 1.3,Jaipur,2015,"98,000",Diesel,Manual,First,27.39,1200,74.00,5,"$7,721 "
Maruti Ertiga VXI,Jaipur,2014,"98,000",Gasoline,Manual,First,16.02,1400,93.70,7,"$7,721 "
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,"98,000",Diesel,Manual,Second,12.80,2400,102.00,8,"$7,721 "
Maruti Swift ZDi,Bangalore,2014,"98,000",Diesel,Manual,First,22.90,1200,74.00,5,"$8,564 "
Nissan X-Trail SLX MT,Pune,2011,"98,000",Diesel,Manual,First,14.42,2000,147.60,5,"$11,231 "
Mahindra Scorpio 1.99 S10,Ahmedabad,2016,"98,000",Diesel,Manual,First,15.40,2000,120.00,7,"$16,145 "
BMW X3 xDrive 20d Expedition,Pune,2013,"98,000",Diesel,Automatic,First,18.56,2000,190.00,5,"$24,568 "
Audi Q7 3.0 TDI quattro,Hyderabad,2011,"98,000",Diesel,Automatic,First,12.07,3000,241.40,7,"$30,886 "
Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,"98,000",Diesel,Automatic,Second,13.50,3000,282.00,5,"$35,098 "
Hyundai Elantra CRDi SX,Jaipur,2012,"98,008",Diesel,Manual,First,22.70,1600,126.24,5,"$8,774 "
Ford Ikon 1.3 Flair,Pune,2006,"98,293",Gasoline,Manual,Second,13.80,1200,70.00,5,"$2,176 "
Honda City 1.5 EXI,Pune,2005,"98,437",Gasoline,Manual,First,13.00,1400,100.00,5,"$1,614 "
Tata Bolt Quadrajet XM,Hyderabad,2017,"98,500",Diesel,Manual,First,22.95,1200,74.00,5,"$8,423 "
Chevrolet Beat Diesel PS,Jaipur,2013,"98,598",Diesel,Manual,First,25.44,1000,57.60,5,"$2,176 "
Chevrolet Optra 1.6 LS,Mumbai,2004,"98,798",Gasoline,Manual,First,14.70,1600,104.00,5,"$2,106 "
Tata Indigo LS,Chennai,2008,"99,000",Diesel,Manual,Second,17.00,1400,70.00,5,"$2,246 "
Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,2002,"99,000",Diesel,Manual,Second,18.70,1800,66.00,5,"$2,667 "
Mahindra Bolero VLX BS IV,Chennai,2011,"99,000",Diesel,Manual,Second,13.60,2400,63.00,7,"$6,318 "
Mahindra Scorpio SLE BSIV,Pune,2012,"99,000",Diesel,Manual,Third,12.05,2200,120.00,8,"$8,423 "
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,"99,000",Diesel,Automatic,Third,12.07,3000,241.40,7,"$18,181 "
Toyota Fortuner 4x2 Manual,Chennai,2015,"99,000",Diesel,Manual,First,13.00,3000,168.50,7,"$28,780 "
Maruti Zen LX,Chennai,2002,"99,024",Gasoline,Manual,First,17.30,1000,60.00,5,"$1,334 "
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,"99,100",Gasoline,Automatic,Second,9.74,2000,208.00,5,"$14,039 "
Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2016,"99,362",Diesel,Manual,First,22.54,1400,88.73,5,"$9,869 "
Tata Indica Vista Quadrajet VX,Hyderabad,2013,"99,500",Diesel,Manual,Second,22.30,1200,74.00,5,"$4,282 "
Honda City 1.5 EXI AT,Kochi,2006,"99,583",Gasoline,Automatic,Third,12.00,1400,100.00,5,"$3,103 "
Toyota Fortuner 3.0 Diesel,Hyderabad,2016,"99,593",Diesel,Manual,First,11.50,3000,171.00,7,"$32,992 "
Maruti Swift ZDi,Hyderabad,2013,"99,595",Diesel,Manual,Second,22.90,1200,74.00,5,"$6,669 "
BMW 3 Series 320d Highline,Pune,2011,"99,606",Diesel,Automatic,Second,16.07,2000,181.00,5,"$14,741 "
Maruti Ritz VDi,Jaipur,2013,"99,638",Diesel,Manual,First,23.20,1200,73.94,5,"$4,366 "
Skoda Yeti Ambition 4X2,Hyderabad,2012,"99,754",Diesel,Manual,First,17.72,2000,108.49,5,"$11,217 "
Volkswagen Vento Diesel Trendline,Chennai,2011,"99,807",Diesel,Manual,First,20.54,1600,103.60,5,"$5,265 "
Hyundai Getz GLS,Jaipur,2005,"100,000",Gasoline,Manual,Second,15.30,1400,83.00,5,"$1,193 "
